random_text,degree,data_points,coeffs,nth_root,text_decimal,text_hexa,coeffs_min_text,constant_nth_root,bisection_initial,secant_initial,newton_initial,x_coords,y_coords
KXaUp2eBtU,13,"[(0.9509854201048272, 0.8611452436146433), (0.2737352791563077, 0.5587999462721236), (0.09774966115401451, 0.09679222269169474), (0.44349045298791956, 0.5927095437055501), (0.2945340198841925, 0.8047784132172473), (0.6140262882864382, 0.5812684131380017), (0.23754478798006762, 0.8464974288541696), (0.3157478802285313, 0.64839693016638), (0.9534580592976921, 0.26121492685777004), (0.4718906366277219, 0.027362046100148585), (0.7305262567580403, 0.5695750487970527), (0.1771195424114531, 0.03485805242773665), (0.989024244544432, 0.6478468074630088), (0.19691625042798921, 0.8678341352414867)]","[4013232319.9621177, -25861838361.185448, 74442575907.71611, -126525169996.2476, 141448940662.6379, -109679850399.06786, 60605572962.01425, -24132921177.53889, 6916625505.701677, -1407440860.3834653, 197367950.80485308, -18031059.035297293, 959651.9496614777, -22397.01765637145]",4.333333333333333,355807813329066280514645,0x4b586155703265427455,"[4013232319.9621177, -25861838361.185448, 74442575907.71611, -126525169996.2476, 141448940662.6379, -109679850399.06786, 60605572962.01425, -24132921177.53889, 6916625505.701677, -1407440860.3834653, 197367950.80485308, -18031059.035297293, 959651.9496614777, -3.5580781332906626e+23]",-10.089973936138723,"[10, -10]","[-11, -10]",-10,"(0.9509854201048272, 0.8611452436146433)","(0.2737352791563077, 0.5587999462721236)"
ncOfZW8eTS,9,"[(0.6208233603462312, 0.6686889882609006), (0.6321246615483037, 0.9912347937675512), (0.7294781631120741, 0.8874059184909152), (0.30019548503213733, 0.3011024830324869), (0.2727888054520937, 0.8278738808189792), (0.24412725886268927, 0.29218197511956956), (0.9038635412617566, 0.41978164140026264), (0.6776894096759901, 0.9041216994893777), (0.38572737502721843, 0.2917857451015772), (0.03518164896114029, 0.9863987087096735)]","[-4616928.187772072, 19880265.873812824, -36655137.01026739, 37810948.99732822, -23899410.864792585, 9513415.071819725, -2350465.8085427186, 338227.73279075464, -24141.92052039584, 520.6956862299921]",4.5,521292262138665494729811,0x6e634f665a5738655453,"[-4616928.187772072, 19880265.873812824, -36655137.01026739, 37810948.99732822, -23899410.864792585, 9513415.071819725, -2350465.8085427186, 338227.73279075464, -24141.92052039584, -5.212922621386655e+23]",4.0149979588467986,"[-4, 4]","[4, 5]",4,"(0.6208233603462312, 0.6686889882609006)","(0.6321246615483037, 0.9912347937675512)"
KOPLwUlwK9,1,"[(0.11076850542140704, 0.8198719849189868), (0.2305991432053771, 0.07536612593245873)]","[-6.212984197987151, 1.508074958736843]",0.5,355640565127876485532473,0x4b4f504c77556c774b39,"[-6.212984197987151, -3.556405651278765e+23]",2.2742900811691307,"[-2, 2]","[2, 3]",2,"(0.11076850542140704, 0.8198719849189868)","(0.2305991432053771, 0.07536612593245873)"
1CUaRBhmTm,9,"[(0.35035857324071185, 0.32340327670529434), (0.026292335120194466, 0.38043694610223733), (0.5732968048147914, 0.9349369900190525), (0.20014028003470663, 0.1688723326802991), (0.621662555546789, 0.7822506353881549), (0.1378912802401404, 0.7348250660462132), (0.18655926891881325, 0.1543822102808904), (0.05571926901754465, 0.6228540643596454), (0.8130408647299568, 0.49391839416426697), (0.5605236218976631, 0.3520346241676545)]","[-572319.333252768, 2305018.3269511964, -3764581.06079092, 3242245.932174236, -1599565.7145262987, 459131.8796967384, -74436.47090331603, 6280.38874295054, -232.70052254788408, 3.3097002724235556]",4.5,232638041802562293552237,0x314355615242686d546d,"[-572319.333252768, 2305018.3269511964, -3764581.06079092, 3242245.932174236, -1599565.7145262987, 459131.8796967384, -74436.47090331603, 6280.38874295054, -232.70052254788408, -2.326380418025623e+23]",1.3046937813356319,"[-1, 1]","[1, 2]",1,"(0.35035857324071185, 0.32340327670529434)","(0.026292335120194466, 0.38043694610223733)"
wYVtpgFxTC,1,"[(0.2982057333583402, 0.8409292857429588), (0.17933795631770866, 0.9885464418444191)]","[-1.241860155683752, 1.2112591041971348]",0.5,563609601411821356995651,0x77595674706746785443,"[-1.241860155683752, -5.636096014118214e+23]",1.4671486175004453,"[-1, 1]","[1, 2]",1,"(0.2982057333583402, 0.8409292857429588)","(0.17933795631770866, 0.9885464418444191)"
RVDmXNlRNK,5,"[(0.6656491348411615, 0.4166051781518346), (0.7462728197290963, 0.21072414148560115), (0.532847088984884, 0.36120248468513927), (0.19623224456143873, 0.351194755084991), (0.23240764342902842, 0.8548050429618789), (0.7540911834925141, 0.13874345780596697)]","[-354.7894870901232, 578.4952141578979, -217.61381428767618, -76.25088500220681, 57.51788506039526, -7.109662991957752]",2.5,388825402279910817549899,0x5256446d584e6c524e4b,"[-354.7894870901232, 578.4952141578979, -217.61381428767618, -76.25088500220681, 57.51788506039526, -3.888254022799108e+23]",-2.1914905689770934,"[2, -2]","[-3, -2]",-2,"(0.6656491348411615, 0.4166051781518346)","(0.7462728197290963, 0.21072414148560115)"
qss4ZQTo3j,5,"[(0.2883431774674806, 0.40350485758390053), (0.1582179966335383, 0.48961381241207425), (0.16834986884017622, 0.557008603567716), (0.5594341022241767, 0.9948128699534825), (0.29991841421146936, 0.8115329673128812), (0.003081604135788396, 0.27726893175370537)]","[-31786.376018963863, 38324.27473297429, -15770.162860851633, 2687.2995334517705, -163.96940620928544, 0.7574964198534083]",2.5,535757089492065013674858,0x717373345a51546f336a,"[-31786.376018963863, 38324.27473297429, -15770.162860851633, 2687.2995334517705, -163.96940620928544, -5.35757089492065e+23]",0.8948541032262808,"[-1, 1]","[0, 1]",1,"(0.2883431774674806, 0.40350485758390053)","(0.1582179966335383, 0.48961381241207425)"
Tjneuq2AWz,1,"[(0.33754848972110485, 0.72578404182821), (0.032973200007611614, 0.2821053491703809)]","[1.4567127000853781, 0.2340728699568377]",0.5,398642094326309265168250,0x546a6e6575713241577a,"[1.4567127000853781, -3.986420943263093e+23]",0.054790108449830656,"[0, 0]","[0, 1]",0,"(0.33754848972110485, 0.72578404182821)","(0.032973200007611614, 0.2821053491703809)"
kRGHkt4OCc,1,"[(0.9318126823623489, 0.6201620315761784), (0.9323350083159457, 0.4104982452614534)]","[-401.40411341032075, 374.653605659728]",0.5,506810983154618075136867,0x6b5247486b74344f4363,"[-401.40411341032075, -5.068109831546181e+23]",140365.32423383495,"[-140365, 140365]","[140365, 140366]",140365,"(0.9318126823623489, 0.6201620315761784)","(0.9323350083159457, 0.4104982452614534)"
qK4inBvWqd,9,"[(0.10693274022430688, 0.13642826947480113), (0.40273365741960054, 0.19699109234646683), (0.6298708918532344, 0.10330307379054982), (0.696579678719212, 0.06198541143152836), (0.20867888607696006, 0.4537064941109856), (0.718810762954815, 0.9398582902593828), (0.47119095985256787, 0.9164110965588376), (0.6489204782177026, 0.09421136486673132), (0.9053261341361633, 0.6104749772616882), (0.1880956883173336, 0.1411663556240922)]","[-3366820.030614456, 14528649.189209897, -26890612.41506949, 27907518.731956627, -17808862.97516157, 7203453.849407095, -1834089.8713493873, 281335.7155298109, -23418.85815361853, 799.4926299251127]",4.5,535014695040792384729444,0x714b34696e4276577164,"[-3366820.030614456, 14528649.189209897, -26890612.41506949, 27907518.731956627, -17808862.97516157, 7203453.849407095, -1834089.8713493873, 281335.7155298109, -23418.85815361853, -5.350146950407924e+23]",4.416415048421496,"[-4, 4]","[4, 5]",4,"(0.10693274022430688, 0.13642826947480113)","(0.40273365741960054, 0.19699109234646683)"
by2LIz7pUO,11,"[(0.36641259001773374, 0.22679116354249784), (0.2546534625169663, 0.4388454306749594), (0.2551547530120216, 0.6750208963600625), (0.2270288956269746, 0.13385359684567577), (0.191180452395444, 0.3061736016977611), (0.1358775030670658, 0.1501517882424871), (0.922026649999146, 0.2698078277578766), (0.3069916238117637, 0.9605596231737542), (0.13908129164251015, 0.0003230139253571629), (0.47124867294100514, 0.08378858953574198), (0.8407355961982075, 0.1152679315677333), (0.35883583533983565, 0.22599436814856588)]","[361091442873.84955, -1521646927495.9773, 2785962950905.1987, -2931296083453.2144, 1974508066344.104, -896242478807.8499, 280305374626.3186, -60506509896.05967, 8845866783.463217, -835063454.0075142, 45853259.68357149, -1110403.4926437195]",3.6666666666666665,465027595706733478040911,0x6279324c497a3770554f,"[361091442873.84955, -1521646927495.9773, 2785962950905.1987, -2931296083453.2144, 1974508066344.104, -896242478807.8499, 280305374626.3186, -60506509896.05967, 8845866783.463217, -835063454.0075142, 45853259.68357149, -4.650275957067335e+23]",-44.54177257439735,"[45, -45]","[-45, -44]",-45,"(0.36641259001773374, 0.22679116354249784)","(0.2546534625169663, 0.4388454306749594)"
a9uqRxfuus,7,"[(0.6444821821588731, 0.2155651452164209), (0.6585975415320129, 0.5772902372032856), (0.15830932517132623, 0.8863883455424456), (0.3960696580167843, 0.4620321130883295), (0.5990622073633468, 0.01832615965266693), (0.04438964046615923, 0.2859797403662334), (0.3610838566661324, 0.533204709591856), (0.8914542406661807, 0.3929889457194653)]","[-54748.61357306327, 168018.30165101247, -207016.95069655593, 131191.30093607327, -45282.12939954135, 8221.181487475409, -679.3447150029272, 17.728243418146384]",3.5,459129475886408904570227,0x61397571527866757573,"[-54748.61357306327, 168018.30165101247, -207016.95069655593, 131191.30093607327, -45282.12939954135, 8221.181487475409, -679.3447150029272, -4.591294758864089e+23]",2.273849048793749,"[-2, 2]","[2, 3]",2,"(0.6444821821588731, 0.2155651452164209)","(0.6585975415320129, 0.5772902372032856)"
DSeS56Nsqz,7,"[(0.5376534188225164, 0.4615907750437377), (0.252419613866118, 0.3444042341104049), (0.745459813509539, 0.26936007464533995), (0.6461916237868057, 0.012730591038914052), (0.4114779638682876, 0.6750825285764217), (0.12653633842516643, 0.9961534619265148), (0.9257200744111471, 0.46791455407350857), (0.08425526891096335, 0.8986248829565259)]","[1020.4719578118256, -5090.65316463923, 9381.20038648737, -8418.67723467652, 3957.453763348264, -956.0520545001352, 105.37950492159709, -3.1740181286559483]",3.5,322659301831182025716090,0x4453655335364e73717a,"[1020.4719578118256, -5090.65316463923, 9381.20038648737, -8418.67723467652, 3957.453763348264, -956.0520545001352, 105.37950492159709, -3.2265930183118205e+23]",-1.390967466243778,"[1, -1]","[-2, -1]",-1,"(0.5376534188225164, 0.4615907750437377)","(0.252419613866118, 0.3444042341104049)"
YXEIyM5P3x,7,"[(0.427209679353719, 0.21002070378893212), (0.5497142928386607, 0.22010819289536676), (0.6737955751854914, 0.5816397603879411), (0.24799127412772304, 0.9896451211616472), (0.6715118078903087, 0.4023892363484879), (0.3808733630958505, 0.7585497620806775), (0.8946998736834632, 0.5592510750722179), (0.19118960011760666, 0.6309340617840679)]","[-236145.85789174426, 806881.0771258028, -1139079.510412047, 859963.558928529, -374133.4236265596, 93519.06316421347, -12397.151181571176, 671.8153804737824]",3.5,421918923108919295357816,0x59584549794d35503378,"[-236145.85789174426, 806881.0771258028, -1139079.510412047, 859963.558928529, -374133.4236265596, 93519.06316421347, -12397.151181571176, -4.219189231089193e+23]",6.4237066191030205,"[-6, 6]","[6, 7]",6,"(0.427209679353719, 0.21002070378893212)","(0.5497142928386607, 0.22010819289536676)"
6geWVnvZOY,1,"[(0.4876796645977792, 0.4007241480925988), (0.30526788417892703, 0.23928215337822645)]","[0.8850414942701115, -0.030892590988166435]",0.5,256915107114906161925977,0x36676557566e765a4f59,"[0.8850414942701115, -2.5691510711490616e+23]",-0.0009543521779621421,"[0, 0]","[-1, 0]",0,"(0.4876796645977792, 0.4007241480925988)","(0.30526788417892703, 0.23928215337822645)"
csMZVM6v3T,7,"[(0.1393262105929921, 0.13536209953683076), (0.463933127166702, 0.729856380128513), (0.5953344708645073, 0.5857760212688519), (0.3587888856947882, 0.35533393752377895), (0.7446261908148023, 0.4452950121109235), (0.6418883835538003, 0.43357507475388934), (0.962850635065709, 0.37152869253878296), (0.9903051707808641, 0.261802749191519)]","[5223.672992301158, -21843.207734122785, 37402.58232446012, -33758.302470794195, 17198.851889213613, -4895.898616761126, 712.2387672369415, -39.66399988177697]",3.5,469641231234949925188436,0x63734d5a564d36763354,"[5223.672992301158, -21843.207734122785, 37402.58232446012, -33758.302470794195, 17198.851889213613, -4895.898616761126, 712.2387672369415, -4.6964123123494995e+23]",-2.862099426251487,"[3, -3]","[-3, -2]",-3,"(0.1393262105929921, 0.13536209953683076)","(0.463933127166702, 0.729856380128513)"
ASuphr5l8v,1,"[(0.6077795159255752, 0.2529447966966192), (0.7269382867648367, 0.49621997903550963)]","[2.041605335683221, -0.9879011059360001]",0.5,308493363523184392681590,0x415375706872356c3876,"[2.041605335683221, -3.084933635231844e+23]",-0.9759485951095721,"[1, -1]","[-1, 0]",-1,"(0.6077795159255752, 0.2529447966966192)","(0.7269382867648367, 0.49621997903550963)"
fSIB69SFnt,5,"[(0.2930126314499423, 0.45854560102475506), (0.8644469492495966, 0.9329642570418998), (0.2976922087331533, 0.6043753890401102), (0.3174053714696091, 0.17700920171996637), (0.059531780141560575, 0.07663860861738969), (0.3945933876291279, 0.926258016835647)]","[-178436.37281201122, 342743.61069731344, -232125.6958710789, 69677.13844675627, -8913.764577721751, 328.593828017031]",2.5,483217739852154774384244,0x66534942363953466e74,"[-178436.37281201122, 342743.61069731344, -232125.6958710789, 69677.13844675627, -8913.764577721751, -4.832177398521548e+23]",10.154621977750251,"[-10, 10]","[10, 11]",10,"(0.2930126314499423, 0.45854560102475506)","(0.8644469492495966, 0.9329642570418998)"
tSevM4OcTo,7,"[(0.8759246863872922, 0.28045794896788623), (0.4430463772416703, 0.15791026734390945), (0.579796240005522, 0.9370946277584401), (0.23089704527322719, 0.6652965227590948), (0.9603606799713724, 0.714658246807333), (0.5401564053389099, 0.28704469826914203), (0.686217064648732, 0.5238167227420859), (0.17778862289937525, 0.14098100538831015)]","[-60791.22485700309, 237625.81158046177, -381140.28846093, 323295.2836219816, -155565.97443063068, 42134.38073320805, -5901.1337334054, 329.24000893877786]",3.5,549332902886928885699695,0x745365764d344f63546f,"[-60791.22485700309, 237625.81158046177, -381140.28846093, 323295.2836219816, -155565.97443063068, 42134.38073320805, -5901.1337334054, -5.493329028869289e+23]",5.239493617528171,"[-5, 5]","[5, 6]",5,"(0.8759246863872922, 0.28045794896788623)","(0.4430463772416703, 0.15791026734390945)"
XZkrSReTm8,7,"[(0.9036396467364223, 0.5516564158922637), (0.36291746369232447, 0.9981768315853037), (0.9794089434005865, 0.2745070898570161), (0.18996427616463685, 0.6700424187085359), (0.37243685537994564, 0.8680899263555192), (0.3227217165763008, 0.3659475330558605), (0.21405661969890577, 0.2758204454534223), (0.32282532694604427, 0.005991270137227334)]","[-319511493.20140576, 1068741864.7343537, -1430836696.4253404, 994745094.7401007, -390722618.1869368, 87301693.13863795, -10328458.325620167, 501286.11690940836]",3.5,417236199801485394210104,0x585a6b72535265546d38,"[-319511493.20140576, 1068741864.7343537, -1430836696.4253404, 994745094.7401007, -390722618.1869368, 87301693.13863795, -10328458.325620167, -4.172361998014854e+23]",42.52025963439593,"[-43, 43]","[42, 43]",43,"(0.9036396467364223, 0.5516564158922637)","(0.36291746369232447, 0.9981768315853037)"
VoB6XqD40u,7,"[(0.8286852534697041, 0.438466950678321), (0.021433169027207488, 0.1013334979105458), (0.19699629200926716, 0.8291282381674191), (0.4499435483146057, 0.6312711214375389), (0.6363564209995031, 0.5376139628296509), (0.9768712977240387, 0.32853082307870407), (0.05100575007690178, 0.22296553281334908), (0.1231825013483111, 0.08329079234496772)]","[9012.539646601634, -28310.005055625497, 34177.06778997789, -19824.392843486447, 5628.754365476837, -714.2872738368494, 36.49079970281464, -0.40403910253946906]",3.5,408175877217069993046133,0x566f4236587144343075,"[9012.539646601634, -28310.005055625497, 34177.06778997789, -19824.392843486447, 5628.754365476837, -714.2872738368494, 36.49079970281464, -4.0817587721707e+23]",-0.771879562862047,"[1, -1]","[-1, 0]",-1,"(0.8286852534697041, 0.438466950678321)","(0.021433169027207488, 0.1013334979105458)"
sdwjddR5CW,11,"[(0.30667866740157945, 0.8882354163576839), (0.17773551942649735, 0.5188461149671949), (0.12357689320759768, 0.9799234367832089), (0.5057462492549955, 0.20663852408795913), (0.19792835369952966, 0.31457571596727374), (0.0770919433585825, 0.9683440755958117), (0.7845761810999692, 0.29236256996055676), (0.25957810608070075, 0.7767040253897859), (0.5095802561011731, 0.8994170750272402), (0.9354933487241559, 0.06922949123819955), (0.08797331784407225, 0.9942711460118862), (0.4812779650569635, 0.8884398242476271)]","[281928942.88995457, -1138540840.5913374, 1974728686.4584308, -1938775938.7611895, 1195541432.9466696, -485442908.8516696, 132215675.68022764, -24114849.91382359, 2883389.2845915, -215292.04172830435, 9048.30038370645, -161.6103440515572]",3.6666666666666665,544925424737800238220119,0x7364776a646452354357,"[281928942.88995457, -1138540840.5913374, 1974728686.4584308, -1938775938.7611895, 1195541432.9466696, -485442908.8516696, 132215675.68022764, -24114849.91382359, 2883389.2845915, -215292.04172830435, 9048.30038370645, -5.449254247378003e+23]",-4.002301203672738,"[4, -4]","[-5, -4]",-4,"(0.30667866740157945, 0.8882354163576839)","(0.17773551942649735, 0.5188461149671949)"
